Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: Galves,Water,Proof point: J.D. Power,Proof point: KBB
2016,Volkswagen,Jetta,1.8T Sport,FWD,Sedan,No,"",BN28864A,3VWB17AJ4GM412917,Red,0,"",S,,"",13,0,0,0,0,"163,441",Wholesale,Black,$0.00,"","","$3,200.00","","$2,550.00","$5,850.00","","","","","","","","","","",On,0.0%,0,0,"$3,150.00",-$50.00,"$2,950.00",-$250.00,"",""
2016,Mazda,CX-9,Grand Touring,AWD,SUV,No,"",B35681A,JM3TCBDY2G0104068,Red,20,https://cdn.max.auto/102612/JM3TCBDY2G0104068/68e53d3eae6c705a3d9b25cc.jpg,S,Oil Change,"",13,0,0,0,0,"73,407",Wholesale,Gray,$0.00,2025-10-10T10:03:00.000Z,"","$11,058.50","","$12,400.00","$16,100.00","","",0,10,0,118,39,29,"","",Off,0.0%,0,0,"$12,850.00","$1,791.50","$10,625.00",-$433.50,"",""
2016,Cadillac,XTS,Premium Collection,AWD,Sedan,No,"",BN28894A,2G61R5S36G9170817,Red,0,"",S,,"",13,0,0,0,0,"84,380",Wholesale,Silver,$0.00,"","","$13,700.00","","$11,300.00","$16,475.00","","",0,5,0,32,70,112,"","",Off,0.0%,0,0,"$11,400.00","-$2,300.00","$11,325.00","-$2,375.00","",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34072,WBA73AK03R7R31649,Red,20,https://cdn.max.auto/102612/WBA73AK03R7R31649/68e00c0fc34e376627a8c8da.jpg,S,Oil Change|BMW CPO,"",13,0,0,0,1,"4,816",Retail,White,"$40,098.00",2025-10-13T07:10:00.000Z,"","$37,095.34","$3,002.66","$27,475.00","$35,200.00",102%,94%,8,11,121,208,59,37,$776.00 above,"",On,0.0%,0,0,"$30,100.00","-$6,995.34","$26,625.00","-$10,470.34","$2,973.00 above","$3,238.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34231,WBA73AK07R7R15227,Red,20,https://cdn.max.auto/102612/WBA73AK07R7R15227/68df0493c34e376627bf6fb1.jpg,S,Oil Change|BMW CPO,"",13,0,0,0,0,"6,182",Retail,Blue,"$42,698.00",2025-10-06T07:14:00.000Z,"","$40,947.38","$1,750.62","$27,175.00","$34,675.00","","","","","","","","","","",On,0.7%,"1,294",9,"$34,400.00","-$6,547.38","$28,925.00","-$12,022.38","$3,023.00 above","$6,042.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34175,WBA73AK05R7R67892,Red,20,https://cdn.max.auto/102612/WBA73AK05R7R67892/68ddc0acc34e37662762a1e1.jpg,S,Oil Change|BMW CPO,"",13,0,0,0,0,"6,227",Retail,White,"$42,698.00",2025-10-06T07:12:00.000Z,"","$37,337.95","$5,360.05","$27,150.00","$34,675.00","","","","","","","","","","",On,1.1%,"15,174",161,"$35,100.00","-$2,237.95","$28,625.00","-$8,712.95","$3,023.00 above","$6,042.00 above"
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34293,WBA73AK0XR7R84042,Red,20,https://cdn.max.auto/102612/WBA73AK0XR7R84042/68e136d3c34e376627f8c4a9.jpg,S,Oil Change|BMW CPO,"",13,0,0,0,0,"4,917",Retail,Gray,"$40,498.00",2025-10-01T12:09:00.000Z,"","$37,095.34","$3,402.66","$27,475.00","$35,100.00",103%,94%,8,11,124,208,59,37,"$1,176.00 above","",On,0.0%,0,0,"$29,900.00","-$7,195.34","$26,825.00","-$10,270.34","$3,373.00 above","$3,638.00 above"
2024,BMW,3 Series,M340i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35575A,3MW49FF04R8E21138,Green,20,https://cdn.max.auto/102612/3MW49FF04R8E21138/68e691b3ae6c705a3d4ca25b.jpg,S,Oil Change|BMW CPO,"",12,0,0,0,0,"30,068",Retail,Gray,"$59,998.00",2025-10-08T08:59:00.000Z,"","$55,928.35","$4,069.65","$48,125.00","$55,500.00",101%,94%,6,6,703,722,42,77,$568.00 above,"",Off,0.0%,0,0,"$53,000.00","-$2,928.35","$48,650.00","-$7,278.35",$823.00 above,"$2,035.00 above"
2024,Hyundai,Palisade,Calligraphy Night Edition,AWD,SUV,No,"",B34669B,KM8R7DGE6RU707861,Yellow,20,https://cdn.max.auto/102612/KM8R7DGE6RU707861/68e24d06c34e37662709e40a.jpg,S,,"",12,0,0,0,0,"25,965",Retail,Black,$0.00,"","","$37,843.00","","$38,500.00","$40,925.00","","",0,75,0,283,57,72,"","",Off,0.0%,0,0,"$37,000.00",-$843.00,"$37,400.00",-$443.00,"",""
2014,Honda,Accord,EX-L,FWD,Sedan,No,"",B35611A,1HGCR3F89EA023295,Red,20,https://cdn.max.auto/102612/1HGCR3F89EA023295/68e949dcae6c705a3da937a4.jpg,S,Oil Change,"",13,0,0,0,0,"70,709",Retail,Red,"$16,598.00",2025-10-06T07:11:00.000Z,"","$11,700.00","$4,898.00","$11,750.00","$15,475.00",103%,73%,19,31,868,940,38,36,$469.00 above,"",On,14.2%,505,72,"$11,800.00",$100.00,"$10,150.00","-$1,550.00",$990.00 below,"$3,456.00 above"
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35685,WBX73EF02T5431928,Green,0,"",S,,"",13,0,0,0,1,2,Retail,Black,"$48,205.00","","$48,205.00","$45,807.00","$2,398.00","","",98%,94%,51,126,59,169,190,298,$784.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35692,5UX53GP0XT9207280,Green,13,https://cdn.max.auto/102612/5UX53GP0XT9207280/68e00c0fc34e376627a8c746.jpg,S,,"",13,0,0,0,0,4,Retail,Blue,"$57,340.00","","$57,340.00","$54,302.00","$3,038.00","","",100%,94%,176,352,216,477,180,258,$264.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2016,BMW,4 Series,428i xDrive,AWD,Convertible,No,"",B35458A,WBA3T1C55GP823457,Red,0,"",S,,"",12,0,0,0,0,"88,907",Wholesale,"",$0.00,"","","$13,950.00","","$11,950.00","$15,950.00","","",0,23,0,35,53,57,"","",Off,0.0%,0,0,"$11,750.00","-$2,200.00","$10,750.00","-$3,200.00","",""
2020,Cadillac,Escalade,Luxury,4WD,SUV,No,"",B35714A,1GYS4BKJ3LR264161,Red,0,"",S,,"",12,0,0,0,0,"100,985",Wholesale,Red,$0.00,"","","$28,200.00","","$25,950.00","$31,475.00","","",0,8,0,22,34,60,"","",On,0.0%,0,0,"$28,500.00",$300.00,"$27,600.00",-$600.00,"",""
2023,BMW,X5,xDrive40i,AWD,SUV,No,"",B35457A,5UXCR6C08P9R74363,Green,20,https://cdn.max.auto/102612/5UXCR6C08P9R74363/68e40064c34e376627f672be.jpg,S,,"",12,0,0,0,3,"34,162",Retail,Black,"$49,998.00",2025-10-08T10:48:00.000Z,"","$43,028.00","$6,970.00","$39,225.00","$49,175.00",102%,88%,8,12,29,74,69,90,"$1,002.00 above","",On,0.0%,0,0,"$40,000.00","-$3,028.00","$37,275.00","-$5,753.00",$102.00 below,"$4,803.00 above"
2006,BMW,3 Series,325xi,AWD,Sedan,No,"",B35544B,WBAVD13536KT80419,Red,0,"",S,,"",13,0,0,0,0,"191,383",Wholesale,"",$0.00,"","","$1,500.00","","$1,200.00","$6,225.00","","","","","","","","","","",Off,0.0%,0,0,"$1,325.00",-$175.00,$775.00,-$725.00,"",""
2017,Audi,A8 L,Sport,AWD,Sedan,No,"",BL34644A,WAU43AFD2HN005284,Red,0,"",S,,"",13,0,0,0,0,"97,730",Wholesale,"",$0.00,"","","$14,700.00","","$14,550.00","$19,950.00","","","","","","","","","","",Off,0.0%,0,0,"$14,550.00",-$150.00,"$13,225.00","-$1,475.00","",""
2017,Ford,Explorer,Sport,4WD,SUV,No,"",B35483A,1FM5K8GT8HGB11988,Red,20,https://cdn.max.auto/102612/1FM5K8GT8HGB11988/68e53d3eae6c705a3d9b27e4.jpg,S,Oil Change,"",12,2,0.3,0,2,"49,719",Wholesale,Gray,$0.00,2025-10-10T06:01:00.000Z,"","$17,058.50","","$17,225.00","$20,350.00","","",0,14,0,1801,35,26,"","",Off,17.3%,173,30,"$16,050.00","-$1,008.50","$13,650.00","-$3,408.50","",""
2019,BMW,X6,xDrive35i,AWD,SUV,No,"",B35702A,5UXKU2C51K0Z64236,Yellow,20,https://cdn.max.auto/102612/5UXKU2C51K0Z64236/68e6cd97ae6c705a3d15d327.jpg,S,,"",12,0,0,0,2,"85,664",Retail,Gray,"$27,998.00",2025-10-09T09:31:00.000Z,"","$21,700.00","$6,298.00","$21,625.00","$25,675.00",104%,80%,13,15,15,25,47,68,"$1,015.00 above","",Off,0.0%,0,0,"$23,900.00","$2,200.00","$22,675.00",$975.00,$252.00 below,"$2,747.00 above"
2020,BMW,X3,xDrive30i,AWD,SUV,No,"",B35530A,5UXTY5C01L9C42070,Green,20,https://cdn.max.auto/102612/5UXTY5C01L9C42070/68e3e42bc34e376627a26427.jpg,S,Oil Change,"",12,0,0,0,0,"29,310",Retail,White,"$28,998.00",2025-10-03T10:49:00.000Z,"","$26,582.37","$2,415.63","$23,650.00","$28,275.00",103%,95%,4,6,93,100,36,13,$916.00 above,"",On,0.0%,0,0,"$23,400.00","-$3,182.37","$20,425.00","-$6,157.37",$698.00 above,"$2,963.00 above"
2023,BMW,X1,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35411A,WBX73EF04P5Y05736,Green,20,https://cdn.max.auto/102612/WBX73EF04P5Y05736/68e40061c34e376627f65b5d.jpg,S,Oil Change|BMW CPO,"",12,0,0,0,0,"15,555",Retail,Black,"$35,998.00",2025-10-07T12:57:00.000Z,"","$30,546.00","$5,452.00","$29,525.00","$34,825.00",103%,87%,14,15,33,41,51,36,"$1,025.00 above","",On,0.0%,0,0,"$30,400.00",-$146.00,"$27,275.00","-$3,271.00","$3,377.00 below","$3,354.00 above"
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35730,5UX73GP09T9214620,Green,13,https://cdn.max.auto/102612/5UX73GP09T9214620/68e54ac0ae6c705a3dce381d.jpg,S,,"",12,0,0,0,0,3,Retail,Gray,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,24,28,472,477,180,87,"$1,320.00 above",$0.00 below,On,42.9%,21,9,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35731,5UX23EU07T9217406,Green,13,https://cdn.max.auto/102612/5UX23EU07T9217406/68e04813c34e376627820397.jpg,S,,"",13,0,0,0,1,6,Retail,Gray,"$82,675.00","","$82,675.00","$77,862.00","$4,813.00","","",105%,99%,149,174,246,347,53,62,"$3,888.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35728,5UX53GP07T9207446,Green,13,https://cdn.max.auto/102612/5UX53GP07T9207446/68e00c10c34e376627a8d691.jpg,S,,"",13,0,0,0,0,6,Retail,White,"$60,340.00","","$60,340.00","$57,092.00","$3,248.00","","",105%,99%,296,352,374,477,180,258,"$2,736.00 above",$0.00 below,On,20.0%,10,2,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35729,5UX73GP0XT9214898,Green,13,https://cdn.max.auto/102612/5UX73GP0XT9214898/68e00c10c34e376627a8decd.jpg,S,,"",12,0,0,0,0,4,Retail,Blue,"$77,240.00","","$77,240.00","$72,812.00","$4,428.00","","",105%,99%,28,28,477,477,180,87,"$3,920.00 above",$0.00 below,On,8.4%,716,60,"","","","","",""
2026,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35724,WBA53FJ04TCW22499,Green,13,https://cdn.max.auto/102612/WBA53FJ04TCW22499/68de58cfc34e376627bf2f66.jpg,S,,"",12,0,0,0,2,9,Retail,White,"$70,660.00","","$70,660.00","$66,687.00","$3,973.00","","",106%,100%,21,22,45,70,58,66,"$4,196.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35691,5UX43EU0XT9207705,Green,13,https://cdn.max.auto/102612/5UX43EU0XT9207705/68e047d9c34e37662780eda5.jpg,S,,"",13,0,0,0,0,7,Retail,Black,"$92,775.00","","$92,775.00","$87,257.00","$5,518.00","","",111%,105%,34,34,323,347,53,46,"$9,409.00 above",$0.00 below,On,6.7%,208,14,"","","","","",""
2026,BMW,M5, ,AWD,Sedan,No,"",B35732,WBS83FK00TCW25990,Green,10,https://cdn.max.auto/102612/WBS83FK00TCW25990/68dec969c34e376627ecdc7e.jpg,S,,"",13,0,0,0,1,11,Retail,Non-Color,"$138,450.00","","$138,450.00","$129,910.70","$8,539.30","","",104%,98%,6,7,6,7,53,53,"$5,857.00 above",$0.00 below,On,4.0%,"8,889",358,"","","","","",""
2026,BMW,M5, ,AWD,Sedan,No,"",B35726,WBS83FK06TCW26030,Green,13,https://cdn.max.auto/102612/WBS83FK06TCW26030/68de58cfc34e376627bf2e8b.jpg,S,,"",12,2,0.3,0,2,12,Retail,Non-Color,"$135,350.00","","$135,350.00","$127,030.70","$8,319.30","","",102%,96%,6,7,6,7,53,53,"$2,757.00 above",$0.00 below,On,8.4%,"8,737",736,"","","","","",""
2026,BMW,X6 M,Competition,AWD,SUV,No,"",B35719,5YM23ET06T9166426,Yellow,13,https://cdn.max.auto/102612/5YM23ET06T9166426/68e02bdfc34e37662710d076.jpg,S,,"",12,1,0.1,0,2,51,Retail,"","$153,000.00","","$153,000.00","$143,305.70","$9,694.30","","",105%,99%,16,16,16,16,69,69,"$7,816.00 above",$0.00 below,On,14.2%,"7,848","1,115","","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35717,5UX73GP08T9214351,Green,9,https://cdn.max.auto/102612/5UX73GP08T9214351/68e54ac0ae6c705a3dce3aac.jpg,S,,"",12,0,0,0,0,4,Retail,Gray,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,24,28,472,477,180,87,"$1,320.00 above",$0.00 below,On,8.3%,12,1,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35723,WBX63GM01T5428464,Green,13,https://cdn.max.auto/102612/WBX63GM01T5428464/68de58cec34e376627bf2b39.jpg,S,,"",12,0,0,0,0,16,Retail,Gray,"$54,870.00","","$54,870.00","$52,012.00","$2,858.00","","",109%,104%,11,11,13,14,63,83,"$4,640.00 above",$0.00 below,On,9.6%,510,49,"","","","","",""
2019,Audi,A4,Premium Plus,AWD,Sedan,No,"",B35667A,WAUENAF4XKN002283,Yellow,0,"",S,Oil Change,"",11,0,0,0,0,"62,880",Retail,Gray,"$20,998.00",2025-10-06T05:55:00.000Z,"","$16,700.00","$4,298.00","$16,825.00","$20,475.00",103%,82%,12,18,25,35,41,45,$575.00 above,"",On,11.8%,288,34,"$16,850.00",$150.00,"$14,900.00","-$1,800.00","$1,402.00 below",$321.00 below
2012,Audi,Q5,2.0T Premium Plus,AWD,SUV,No,"",B35653A,WA1LFAFP5CA089367,Red,0,"",S,,"",11,0,0,0,0,"79,837",Wholesale,"",$0.00,"","","$6,700.00","","$5,850.00","$9,725.00","","",0,11,0,21,63,76,"","",On,0.0%,0,0,"$4,600.00","-$2,100.00","$3,350.00","-$3,350.00","",""
2025,BMW,7 Series,760i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28908XX,WBA33EJ02SCU74031,Red,20,https://cdn.max.auto/102612/WBA33EJ02SCU74031/68e949e0ae6c705a3da975de.jpg,S,Oil Change|BMW CPO,"",10,0,0,0,0,"1,120",Retail,Black,"$109,998.00",2025-10-08T13:02:00.000Z,"","$99,500.00","$10,498.00","$99,050.00","",93%,85%,5,15,64,199,39,123,"$7,667.00 below","",On,3.6%,167,6,"$107,000.00","$7,500.00","","","$1,852.00 below",""
2018,Land Rover,Range Rover Sport,HSE,4WD,SUV,No,"",B35036A,SALWR2RKXJA699187,Red,0,"",S,,"",10,0,0,0,0,"97,730",Wholesale,"",$0.00,"","","$18,700.00","","$16,675.00","$22,800.00","","",0,13,0,29,48,62,"","",On,0.0%,0,0,"$15,650.00","-$3,050.00","$16,450.00","-$2,250.00","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35738,5UX23EU05T9218294,Green,13,https://cdn.max.auto/102612/5UX23EU05T9218294/68e54ac0ae6c705a3dce3d52.jpg,S,,"",7,0,0,0,0,4,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,84,174,119,347,53,62,$512.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35739,5UX23EU05T9220630,Green,12,https://cdn.max.auto/102612/5UX23EU05T9220630/68e691b3ae6c705a3d4ca512.jpg,S,,"",7,0,0,0,0,3,Retail,White,"$76,325.00","","$76,325.00","$71,952.00","$4,373.00","","",97%,91%,43,174,58,347,53,62,"$2,462.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35735,5UX23EU0XT9219022,Green,13,https://cdn.max.auto/102612/5UX23EU0XT9219022/68e54ac0ae6c705a3dce3c73.jpg,S,,"",7,0,0,0,3,4,Retail,Gray,"$81,375.00","","$81,375.00","$76,652.00","$4,723.00","","",103%,97%,134,174,207,347,53,62,"$2,588.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35740,5UX23EU0XT9220042,Green,11,https://cdn.max.auto/102612/5UX23EU0XT9220042/68e7d191ae6c705a3d99abc9.jpg,S,,"",7,1,0.1,0,1,3,Retail,White,"$76,325.00","","$76,325.00","$71,952.00","$4,373.00","","",97%,91%,43,174,58,347,53,62,"$2,462.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35715,5UX43EU05T9211077,Green,11,https://cdn.max.auto/102612/5UX43EU05T9211077/68e7d191ae6c705a3d99ae96.jpg,S,,"",7,0,0,0,1,17,Retail,Gray,"$88,175.00","","$88,175.00","$82,977.00","$5,198.00","","",106%,100%,31,34,313,347,53,46,"$4,809.00 above",$0.00 below,On,10.1%,415,42,"","","","","",""
2017,BMW,2 Series,230i,RWD,Convertible,No,"",B35511B,WBA2K9C3XHV950570,Red,20,https://cdn.max.auto/102612/WBA2K9C3XHV950570/68e6cd97ae6c705a3d15d739.jpg,S,,"",9,0,0,0,0,"59,048",Wholesale,"",$0.00,"","","$14,158.50","","$13,775.00","$18,550.00","","","","","","","","","","",Off,0.0%,0,0,"$13,550.00",-$608.50,"$11,975.00","-$2,183.50","",""
2022,Toyota,Highlander,XLE,AWD,SUV,No,"",B35718A,5TDGZRBH6NS193299,Yellow,20,https://cdn.max.auto/102612/5TDGZRBH6NS193299/68e691c7ae6c705a3d4ce10b.jpg,S,Oil Change,"",9,0,0,0,0,"24,149",Retail,White,"$38,298.00",2025-10-10T06:20:00.000Z,"","$38,573.77",-$275.77,"$34,825.00","$37,375.00",102%,103%,8,9,135,166,37,22,$803.00 above,"",On,0.0%,0,0,"$35,300.00","-$3,273.77","$33,625.00","-$4,948.77",$927.00 below,$595.00 above
2023,BMW,X3,M40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35659A,5UX83DP07P9S73741,Green,20,https://cdn.max.auto/102612/5UX83DP07P9S73741/68e566fbae6c705a3d430d8e.jpg,S,Oil Change|BMW CPO,"",9,1,0.1,1,1,"22,596",Retail,Black,"$53,498.00",2025-10-08T09:06:00.000Z,"","$50,776.49","$2,721.51","$46,275.00","$51,900.00",102%,97%,14,24,551,567,59,34,"$1,165.00 above","",Off,0.0%,0,0,"$45,500.00","-$5,276.49","$41,625.00","-$9,151.49","$1,202.00 below","$2,892.00 above"
2025,BMW,i4,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34609,WBY43HD09SFU34224,Green,20,https://cdn.max.auto/102612/WBY43HD09SFU34224/68e691b3ae6c705a3d4ca5e5.jpg,S,BMW CPO,"",7,2,0.3,2,2,"4,236",Retail,Gray,"$58,998.00",2025-10-06T06:59:00.000Z,"","$49,700.00","$9,298.00","$38,175.00","$59,150.00",98%,83%,17,39,24,169,35,57,"$1,200.00 below","",On,4.3%,621,27,"$44,600.00","-$5,100.00","$40,300.00","-$9,400.00",$748.00 above,""
2025,BMW,i4,M50,AWD,Sedan,No,"",BL34630,WBY33HD04SFU36006,Green,0,"",S,,"",7,0,0,0,0,"5,128",Sold,Blue,"$65,998.00",2025-10-06T08:35:00.000Z,"","$56,941.97","$9,056.03","$47,075.00","$62,575.00","","","","","","","","","","",On,11.0%,688,76,"$57,000.00",$58.03,"$43,650.00","-$13,291.97","$2,977.00 below",""
2014,BMW,3 Series,328d xDrive,AWD,Sedan,No,"",B35701A,WBA3D5C53EKX99335,Red,0,"",S,,"",7,0,0,0,0,"152,190",Wholesale,"",$0.00,"","","$3,700.00","","$4,000.00","$7,750.00","","",0,6,0,90,44,42,"","",On,0.0%,0,0,"$3,200.00",-$500.00,"$3,275.00",-$425.00,"",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35744,5UX23EU08T9221061,Green,0,"",S,,"",6,0,0,0,1,4,Retail,Gray,"$79,075.00","","$79,075.00","$74,655.70","$4,419.30","","",100%,95%,96,174,135,347,53,62,$288.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35748,5UX23EU00T9222933,Green,0,"",S,,"",6,0,0,0,1,10,Retail,Gray,"$80,375.00","","$80,375.00","$75,722.00","$4,653.00","","",102%,96%,120,174,179,347,53,62,"$1,588.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35745,5UX43EU06T9221181,Green,11,https://cdn.max.auto/102612/5UX43EU06T9221181/68e7d192ae6c705a3d99b265.jpg,S,,"",6,0,0,0,0,4,Retail,Gray,"$88,175.00","","$88,175.00","$82,977.00","$5,198.00","","",106%,100%,31,34,313,347,53,46,"$4,809.00 above",$0.00 below,On,9.8%,71,7,"","","","","",""
2026,BMW,X5 M,Competition,AWD,SUV,No,"",B35741,5YM13ET08T9220532,Green,9,https://cdn.max.auto/102612/5YM13ET08T9220532/68e7f169ae6c705a3d0381ba.jpg,S,,"",6,0,0,0,0,8,Retail,"","$148,100.00","","$148,100.00","$138,585.00","$9,515.00","","",104%,97%,8,8,8,8,65,65,"$5,014.00 above",$0.00 below,On,1.1%,"1,969",21,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35742,5UX43EU06T9220192,Green,11,https://cdn.max.auto/102612/5UX43EU06T9220192/68e7d192ae6c705a3d99b13e.jpg,S,,"",6,0,0,0,0,4,Retail,Blue,"$89,775.00","","$89,775.00","$84,467.00","$5,308.00","","",108%,101%,34,34,322,347,53,46,"$6,409.00 above",$0.00 below,On,10.3%,68,7,"","","","","",""
2026,BMW,X7,M60i,AWD,SUV,No,"",B35743,5UX33EM02T9221156,Green,11,https://cdn.max.auto/102612/5UX33EM02T9221156/68e7140aae6c705a3d055333.jpg,S,,"",6,0,0,0,1,4,Retail,Blue,"$125,330.00","","$125,330.00","$117,537.00","$7,793.00","","",103%,97%,13,13,112,112,56,78,"$3,745.00 above",$0.00 below,On,10.4%,134,14,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35747,5UX23EU07T9222461,Green,11,https://cdn.max.auto/102612/5UX23EU07T9222461/68e6b171ae6c705a3db87881.jpg,S,,"",6,0,0,0,0,4,Retail,Black,"$76,975.00","","$76,975.00","$72,557.00","$4,418.00","","",98%,92%,53,174,72,347,53,62,"$1,812.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35736,5UX43EU08T9217925,Green,11,https://cdn.max.auto/102612/5UX43EU08T9217925/68e7140aae6c705a3d055204.jpg,S,,"",6,0,0,0,1,5,Retail,Green,"$87,125.00","","$87,125.00","$81,997.00","$5,128.00","","",105%,98%,28,34,307,347,53,46,"$3,759.00 above",$0.00 below,On,46.7%,60,28,"","","","","",""
2025,BMW,2 Series,M240i xDrive,AWD,Coupe,No,"",B35746,3MW53CM00S8F77075,Green,11,https://cdn.max.auto/102612/3MW53CM00S8F77075/68e7140bae6c705a3d055d1a.jpg,S,,"",7,0,0,0,0,13,Retail,Red,"$60,765.00","","$60,765.00","$57,492.00","$3,273.00","","",100%,95%,5,11,66,73,88,47,$69.00 above,$0.00 below,On,5.3%,550,29,"","","","","",""
2026,BMW,M3,Competition xDrive,AWD,Sedan,No,"",B35734,WBS33HJ08TFV70789,Yellow,11,https://cdn.max.auto/102612/WBS33HJ08TFV70789/68e691b4ae6c705a3d4ca748.jpg,S,,"",6,3,0.4,0,3,9,Retail,Green,"$103,505.00","","$103,505.00","$97,292.00","$6,213.00","","",105%,99%,15,17,19,21,35,36,"$4,877.00 above",$0.00 below,On,6.5%,"28,080","1,827","","","","","",""
2024,BMW,2 Series,228i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34321,WBA73AK04R7R82884,Red,20,https://cdn.max.auto/102612/WBA73AK04R7R82884/68e691c7ae6c705a3d4cdf38.jpg,S,Oil Change|BMW CPO,"",7,0,0,0,0,"6,276",Retail,Blue,"$40,998.00",2025-10-06T13:33:00.000Z,"","$35,700.00","$5,298.00","$29,925.00","$35,050.00",104%,91%,6,7,184,276,57,48,"$1,618.00 above","",On,0.0%,0,0,"$31,400.00","-$4,300.00","$27,025.00","-$8,675.00","$4,173.00 above","$4,342.00 above"
2011,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",B35056C,WBAPK5G5XBNN28171,Red,0,"",S,,"",9,0,0,0,0,"193,000",Wholesale,"",$0.00,"","","$1,700.00","","$1,050.00","$6,075.00","","",0,11,0,122,52,99,"","",On,0.0%,0,0,$500.00,"-$1,200.00","$1,175.00",-$525.00,"",""
2019,Lexus,RX,F SPORT ,AWD,SUV,No,"",B35392B,2T2BGMCAXKC036007,Yellow,20,https://cdn.max.auto/102612/2T2BGMCAXKC036007/68e80d82ae6c705a3d67c1fe.jpg,S,,"",7,0,0,0,0,"84,734",Retail,Silver,$0.00,"","","$25,700.00","","$28,450.00","$30,075.00","","",0,18,0,250,33,46,"","",Off,0.0%,0,0,"$26,300.00",$600.00,"$24,025.00","-$1,675.00","",""
